X Coordinate,Y Coordinate,Measured Depth (m),Deviation (True/False),Surface-Casing Weight (kg/m),Production-Casing Size (mm),Production-Casing Weight (kg/m),Bore. Temp. (degC),Prod. Formation,Porosity (fraction),Permeability (darcy),OIL Prod. (e3m3/month)
398.6,505.0,1560.3,True.,,177.8,,,Shale-Sand,0.209,10.49,140.58
576.4,340.0,1060.0,False.,,114.3,,33.0,Shale-Sand,0.076,0.78,10.24
396.4,492.0,1619.1,False.,,177.8,,0.0,Shale-Sand,0.101,0.95,5.56
432.4,374.0,1527.0,True.,35.7,114.3,14.1,47.0,Shale-Sand,0.161,2.44,176.84
605.0,593.0,753.0,True.,48.1,177.8,25.3,25.0,Shale-Sand,0.22,15.59,130.19
274.7,473.0,1475.0,False.,,114.3,,43.0,Shale,0.0,0.07,0.37
431.3,392.0,1790.0,False.,35.7,139.7,23.1,54.0,Shale-Sand,0.0,0.71,6.64
350.1,477.0,1717.0,False.,,139.7,,40.0,Shale-Sand,0.118,3.2,42.58
577.7,608.0,677.0,True.,48.1,177.8,25.3,,Shale-Sand,0.212,2.74,32.52
609.5,525.0,515.0,True.,48.7,177.8,34.2,,Shale,0.025,0.61,0.73
590.1,530.0,653.3,False.,60.3,177.8,34.2,24.0,Shale-Sand,0.221,21.14,62.14
535.2,393.0,910.1,True.,,177.8,,31.0,Shale-Sand,0.197,17.14,150.75
591.1,598.0,683.0,True.,48.1,177.8,25.3,30.0,Shale-Sand,0.091,0.73,1.03
421.8,296.0,1645.9,False.,,114.3,,49.0,Shale-Sand,0.279,3.68,60.16
216.4,589.0,2033.0,False.,,139.7,,55.0,Shale-Sand,0.181,1.79,13.81
445.9,468.0,1030.0,False.,35.7,139.7,20.8,30.0,Shale-Sand,0.11,3.16,49.79
133.6,1079.0,1652.0,False.,,114.3,,71.0,Shale-Sand,0.069,0.57,4.68
593.0,530.0,631.0,False.,,177.8,,21.0,Shale-Sand,0.077,1.02,6.24
610.5,529.0,441.0,False.,35.7,139.7,20.8,26.0,Shale-Sand,0.112,1.31,32.76
322.7,765.0,1747.1,False.,,114.3,,53.0,Shale-Sand,0.144,5.04,54.01
571.1,606.0,564.0,True.,48.1,177.8,25.3,25.0,Shale-Sand,0.106,0.67,10.35
273.7,459.0,3470.0,True.,35.7,114.3,20.1,,Shale-Sand,0.252,16.97,119.08
609.5,530.0,583.0,True.,35.7,139.7,20.8,27.0,Shale-Sand,0.257,5.65,49.79
134.6,1128.0,1630.7,True.,,,,63.0,Shale-Sand,0.148,1.21,12.85
347.4,361.0,2316.5,False.,,114.3,,60.0,Shale-Sand,0.209,4.96,14.83
68.0,772.0,3760.0,True.,53.6,,,,Shale-Sand,0.187,3.11,39.65
94.0,1071.0,1908.0,False.,35.7,139.7,25.3,66.0,Shale-Sand,0.095,0.94,1.48
476.4,127.0,1174.4,False.,,114.3,,36.0,Shale-Sand,0.158,5.51,39.65
637.8,460.0,1504.0,True.,62.5,,,,Shale-Sand,0.117,0.78,3.25
310.2,469.0,1542.3,False.,,139.7,,,Shale,0.0,0.1,0.21
373.8,865.0,1510.0,True.,48.1,,,39.0,Shale-Sand,0.108,1.44,17.58
598.5,536.0,472.5,True.,48.1,177.8,29.8,,Shale,0.015,0.43,0.25
462.2,133.0,1257.0,True.,35.7,139.7,20.8,34.0,Sand,0.233,49.52,452.66
121.1,1135.0,1585.0,True.,34.2,,,65.0,Sand,0.284,8.45,434.17
518.1,400.0,1035.0,False.,,139.7,,33.0,Shale-Sand,0.189,11.23,37.84
84.8,638.0,3337.0,True.,35.7,139.7,34.2,,Shale-Sand,0.101,1.79,3.96
575.7,602.0,572.4,True.,53.6,177.8,34.2,25.0,Shale-Sand,0.195,0.98,8.75
92.5,1070.0,1912.0,False.,53.6,139.7,23.1,75.0,Shale-Sand,0.026,0.57,3.3
322.8,488.0,1780.0,False.,,114.3,,62.0,Shale-Sand,0.142,1.91,28.69
184.0,675.0,2595.4,False.,,139.7,,82.0,Shale-Sand,0.16,1.82,41.03
536.6,239.0,1056.1,False.,,114.3,,30.0,Shale-Sand,0.204,1.89,76.3
585.5,606.0,720.0,True.,48.1,177.8,25.3,18.0,Shale-Sand,0.192,7.94,103.84
35.5,841.0,1315.0,False.,35.7,139.7,20.8,49.0,Shale-Sand,0.123,2.75,18.11
438.3,419.0,1603.2,False.,,177.8,,43.0,Shale-Sand,0.16,3.68,71.29
534.1,104.0,894.0,False.,35.7,139.7,20.8,31.0,Shale,0.0,0.11,0.21
279.4,516.0,2004.0,False.,35.7,139.7,25.3,23.0,Shale-Sand,0.068,1.4,11.49
418.2,304.0,1664.2,False.,,139.7,,51.0,Shale-Sand,0.051,1.02,11.08
604.0,548.0,561.0,True.,48.1,177.8,34.2,26.0,Shale-Sand,0.178,1.34,27.55
506.6,113.0,996.0,False.,35.7,139.7,23.1,34.0,Shale-Sand,0.156,2.11,64.36
553.1,151.0,1078.0,True.,35.7,139.7,20.8,,Shale-Sand,0.15,3.3,67.41
285.8,854.0,2439.0,True.,81.1,177.8,34.2,,Shale-Sand,0.096,0.94,21.28
433.7,331.0,2595.0,True.,48.1,177.8,34.2,,Shale-Sand,0.114,0.92,1.01
588.5,514.0,810.0,True.,48.1,177.8,34.2,25.0,Shale-Sand,0.118,1.81,12.37
608.3,488.0,614.0,False.,48.1,177.8,29.7,25.0,Shale-Sand,0.174,1.04,29.53
616.9,381.0,831.0,True.,35.7,139.7,20.8,,Shale,0.02,0.3,0.36
599.7,519.0,730.0,True.,53.6,177.8,34.2,,Shale-Sand,0.085,1.3,6.99
475.8,134.0,1156.7,True.,,139.7,,29.0,Shale-Sand,0.202,3.63,128.88
581.9,797.0,1716.0,True.,81.1,,,,Shale-Sand,0.223,25.29,199.8
532.8,165.0,1010.7,False.,,114.3,,31.0,Shale-Sand,0.154,4.08,25.7
502.2,117.0,1591.0,True.,35.7,139.7,23.1,41.0,Shale-Sand,0.212,6.77,124.91
221.1,604.0,2050.0,True.,35.7,139.7,23.1,67.0,Shale-Sand,0.094,4.08,29.38
313.6,458.0,1475.2,True.,,139.7,,44.0,Sand,0.282,8.67,338.23
482.4,133.0,1529.0,True.,53.6,177.8,34.2,,Shale-Sand,0.044,0.23,4.45
421.8,288.0,1685.0,True.,,114.3,,52.0,Sand,0.279,12.72,314.25
442.3,553.0,990.6,False.,,177.8,,31.0,Shale-Sand,0.203,8.12,87.06
417.7,281.0,1731.3,False.,,114.3,,46.0,Shale-Sand,0.114,2.46,29.58
512.7,119.0,1966.0,True.,47.0,177.8,34.2,34.0,Sand,0.307,27.67,340.81
168.6,624.0,3892.0,True.,48.1,,,,Shale-Sand,0.173,2.43,80.55
441.5,554.0,960.1,False.,,177.8,,32.0,Shale-Sand,0.204,6.52,31.88
638.3,527.0,539.0,False.,48.1,177.8,25.3,21.0,Shale-Sand,0.11,10.49,76.86
426.0,197.0,1657.0,True.,35.7,139.7,25.3,42.0,Shale-Sand,0.075,2.96,18.14
626.3,370.0,828.0,False.,35.7,139.7,20.8,29.0,Shale-Sand,0.194,4.54,63.16
627.7,377.0,884.0,True.,20.8,139.7,20.8,30.0,Shale-Sand,0.164,8.02,71.43
524.5,385.0,1050.0,False.,35.7,139.7,20.8,32.0,Shale-Sand,0.212,3.98,69.27
600.0,542.0,517.0,True.,48.1,177.8,29.8,20.0,Sand,0.256,10.72,509.8
75.3,679.0,2530.0,False.,,139.7,,67.0,Shale-Sand,0.01,1.29,14.1
476.7,332.0,1210.4,False.,,114.3,,37.0,Shale-Sand,0.027,1.02,17.39
297.2,464.0,1662.1,False.,,139.7,,47.0,Shale-Sand,0.18,3.29,101.37
600.0,462.0,743.0,True.,53.6,177.8,34.2,25.0,Sand,0.233,13.6,300.45
316.9,371.0,2114.0,False.,,139.7,,55.0,Shale-Sand,0.135,0.73,23.43
399.0,506.0,1568.8,True.,,177.8,,53.0,Shale-Sand,0.174,4.66,176.85
328.2,848.0,1545.0,False.,48.1,114.3,14.2,,Shale,0.059,0.22,0.69
585.5,496.0,631.0,False.,48.1,177.8,25.3,27.0,Shale-Sand,0.15,11.74,37.93
137.2,1126.0,1590.0,False.,53.6,,,54.0,Shale-Sand,0.238,6.59,37.19
535.2,117.0,980.0,False.,35.7,139.7,20.8,32.0,Shale-Sand,0.129,3.48,48.81
634.9,407.0,683.0,True.,48.1,139.7,20.8,25.0,Shale-Sand,0.243,4.4,213.59
461.2,335.0,1629.5,False.,,139.7,,43.0,Shale-Sand,0.068,2.32,68.56
527.1,230.0,1028.7,True.,,139.7,,32.0,Sand,0.37,45.49,786.45
400.2,508.0,1571.0,False.,,177.8,17.3,48.0,Shale-Sand,0.141,0.6,16.4
350.3,362.0,2258.6,True.,,114.3,,57.0,Sand,0.362,26.13,723.71
116.6,1093.0,1767.8,False.,,177.8,,72.0,Shale-Sand,0.133,2.65,77.91
617.0,493.0,600.0,False.,48.1,177.8,25.3,26.0,Shale-Sand,0.113,0.8,3.07
369.9,439.0,1760.0,False.,35.7,139.7,23.1,57.0,Shale-Sand,0.214,4.28,90.11
641.5,400.0,720.0,False.,35.7,139.7,20.8,30.0,Shale-Sand,0.121,2.46,63.92
470.0,139.0,1249.0,False.,35.7,139.7,20.8,,Shale-Sand,0.186,4.2,43.68
611.3,573.0,569.0,True.,48.1,177.8,25.3,,Shale-Sand,0.217,3.5,89.89
588.6,596.0,444.5,False.,48.1,177.8,25.3,21.0,Shale-Sand,0.129,3.47,21.98
307.6,481.0,1489.5,False.,35.7,139.7,23.1,39.0,Shale-Sand,0.206,4.16,78.23
604.1,525.0,559.0,True.,48.1,177.8,34.2,26.0,Shale-Sand,0.167,5.52,20.98
459.0,345.0,1623.3,False.,,177.8,26.8,,Shale-Sand,0.194,1.17,36.35
398.6,505.0,1560.3,False.,,177.8,,,Shale-Sand,0.044,0.88,4.26
388.6,492.0,1586.8,False.,,177.8,,51.0,Shale,0.0,0.24,0.23
398.2,479.0,1648.1,True.,,139.7,,,Shale-Sand,0.257,8.35,113.56
99.1,1084.0,2032.0,True.,53.6,,,85.0,Shale-Sand,0.237,16.57,241.86
24.6,798.0,3377.0,True.,35.7,139.7,25.3,,Shale-Sand,0.247,2.81,30.92
295.4,650.0,2758.0,True.,53.6,177.8,38.7,20.0,Shale-Sand,0.23,5.06,69.45
349.7,475.0,1705.0,False.,35.7,139.7,20.8,50.0,Shale,0.049,0.41,0.66
485.9,147.0,1161.0,True.,,114.3,,33.0,Shale-Sand,0.29,4.3,110.98
590.6,526.0,695.0,False.,,177.8,,27.0,Shale-Sand,0.127,2.37,31.99
297.7,458.0,1717.5,False.,,139.7,,43.0,Shale-Sand,0.073,2.85,3.49
558.2,446.0,791.0,True.,29.8,114.3,14.1,27.0,Shale-Sand,0.208,13.23,165.68
576.7,611.0,721.0,True.,48.1,177.8,25.3,18.0,Shale-Sand,0.191,2.31,74.3
609.4,422.0,682.0,False.,48.7,177.8,29.8,28.0,Shale-Sand,0.123,9.23,42.05
207.9,620.0,1827.0,False.,35.7,139.7,23.1,46.0,Shale-Sand,0.06,2.67,24.06
536.0,159.0,997.3,False.,,139.7,,28.0,Shale-Sand,0.209,7.06,52.45
99.1,1083.0,2025.0,False.,53.6,,,82.0,Shale-Sand,0.058,0.87,7.58
595.5,526.0,749.0,True.,35.7,139.7,20.8,25.0,Shale-Sand,0.131,6.51,72.68
81.3,777.0,3044.0,True.,53.6,,,,Shale-Sand,0.075,1.03,17.79
515.8,150.0,1079.0,False.,,139.7,,30.0,Shale-Sand,0.098,4.29,13.12
616.6,622.0,528.0,True.,,177.8,34.2,,Shale-Sand,0.152,1.45,16.15
353.1,301.0,3563.0,True.,48.1,,,,Shale-Sand,0.181,4.85,72.3
579.1,602.0,613.0,True.,48.1,177.8,29.8,21.0,Shale-Sand,0.188,2.19,25.64
634.4,460.0,668.0,False.,48.1,177.8,25.3,,Shale-Sand,0.222,3.81,89.89
520.5,125.0,960.0,True.,35.7,139.7,20.8,33.0,Shale-Sand,0.215,6.75,163.98
402.4,321.0,2500.0,True.,53.6,177.8,38.7,68.0,Shale,0.0,1.42,0.85
586.1,599.0,584.0,True.,48.1,177.8,29.8,,Shale-Sand,0.088,1.54,22.63
624.1,605.0,450.0,True.,53.6,177.8,29.8,17.0,Shale-Sand,0.084,1.29,20.04
592.6,541.0,637.4,True.,48.1,177.8,34.2,28.0,Shale-Sand,0.231,14.06,104.36
362.6,572.0,1140.0,True.,35.7,139.7,20.8,35.0,Shale-Sand,0.275,13.76,259.47
594.5,515.0,653.0,False.,48.1,177.8,25.3,29.0,Shale-Sand,0.099,1.04,1.66
311.2,370.0,2203.0,False.,48.1,139.7,,54.0,Shale-Sand,0.161,2.34,33.4
596.6,456.0,773.0,True.,48.1,177.8,25.3,27.0,Shale-Sand,0.152,4.73,55.85
276.4,462.0,3375.0,True.,53.6,,,,Shale-Sand,0.263,7.08,66.82
102.2,672.0,5173.0,True.,53.6,,,,Shale-Sand,0.263,8.81,100.45
143.8,1142.0,1607.5,True.,,114.3,,53.0,Shale-Sand,0.205,5.1,184.45
52.1,745.0,2163.0,True.,,139.7,,60.0,Shale-Sand,0.184,7.54,117.29
601.5,582.0,549.0,True.,48.1,177.8,34.2,25.0,Shale-Sand,0.054,0.88,7.97
592.1,457.0,733.0,True.,53.6,177.8,34.2,15.0,Shale-Sand,0.18,1.02,66.03
315.1,776.0,1844.0,False.,,114.3,,49.0,Shale-Sand,0.121,1.18,17.82
106.4,1159.0,1860.0,False.,,,,80.0,Shale-Sand,0.104,1.46,12.9
607.7,599.0,747.0,True.,53.4,177.8,34.2,,Shale-Sand,0.005,0.99,4.36
286.5,476.0,1762.0,False.,35.7,139.7,20.8,,Shale-Sand,0.104,1.33,13.67
270.9,466.0,3162.5,True.,,177.8,,89.0,Shale-Sand,0.238,6.02,74.42
324.0,479.0,1358.0,False.,35.7,139.7,23.1,39.0,Shale-Sand,0.104,0.33,4.59
606.9,477.0,706.0,True.,53.6,177.8,34.2,25.0,Shale-Sand,0.232,2.28,221.9
339.1,409.0,1968.0,True.,35.7,139.7,23.1,58.0,Shale-Sand,0.242,10.86,184.44
592.5,605.0,579.0,True.,48.1,177.8,25.3,16.0,Shale-Sand,0.091,1.08,39.25
184.7,673.0,2523.0,False.,53.6,177.8,38.7,69.0,Shale-Sand,0.151,0.92,18.76
642.6,481.0,636.1,False.,,177.8,,76.0,Shale-Sand,0.222,2.96,40.95
615.7,587.0,364.0,False.,48.1,177.8,29.8,23.0,Shale-Sand,0.104,0.31,1.0
305.5,480.0,1493.5,False.,,114.3,,43.0,Shale-Sand,0.049,2.57,19.37
451.9,99.0,1035.0,False.,35.7,114.3,17.3,25.0,Shale-Sand,0.115,2.02,29.78
498.2,71.0,1003.4,False.,,114.3,,37.0,Shale-Sand,0.134,0.92,14.74
528.2,144.0,1018.0,False.,,139.7,,31.0,Shale-Sand,0.176,13.05,106.55
535.9,222.0,920.5,False.,,139.7,,20.0,Shale-Sand,0.176,9.75,79.22
78.5,966.0,2483.0,False.,62.5,177.8,38.7,82.0,Shale-Sand,0.17,2.29,45.11
612.0,446.0,746.0,True.,48.7,177.8,25.3,28.0,Sand,0.242,10.75,401.21
298.0,449.0,1671.8,False.,,114.3,,43.0,Shale-Sand,0.121,1.74,25.73
622.1,485.0,674.8,False.,,177.8,,25.0,Shale-Sand,0.247,1.02,43.36
469.3,113.0,1162.6,False.,35.7,114.3,14.1,32.0,Shale,0.0,0.36,0.54
588.3,509.0,650.0,True.,53.6,177.8,53.6,23.0,Sand,0.348,35.38,377.16
407.8,207.0,1840.0,False.,35.7,139.7,23.1,42.0,Shale-Sand,0.115,5.4,13.78
591.8,544.0,771.0,True.,53.6,177.8,34.2,29.0,Shale-Sand,0.15,2.8,27.91
131.6,1142.0,1554.5,True.,,177.8,,70.0,Shale-Sand,0.218,30.99,90.25
596.6,599.0,695.0,True.,48.1,177.8,25.3,23.0,Shale,0.0,0.23,0.52
307.1,451.0,1626.1,True.,,139.7,,,Sand,0.297,35.68,289.78
166.9,775.0,1919.0,True.,53.6,139.7,25.3,50.0,Sand,0.206,12.76,331.98
305.2,787.0,1764.8,False.,,114.3,,42.0,Shale-Sand,0.155,2.65,27.41
627.6,478.0,673.0,False.,,177.8,,29.0,Shale-Sand,0.109,0.34,5.13
605.3,448.0,655.3,False.,,177.8,,26.0,Shale-Sand,0.157,4.57,23.3
124.1,1138.0,1638.6,False.,,,,74.0,Shale-Sand,0.023,1.22,3.06
607.7,531.0,503.0,True.,53.6,177.8,34.2,,Shale-Sand,0.169,4.15,15.48
529.5,393.0,989.4,False.,,114.3,,33.0,Shale-Sand,0.221,4.0,70.21
392.8,375.0,2150.0,True.,35.7,139.7,23.1,50.0,Shale-Sand,0.258,12.2,114.63
601.5,582.0,547.0,True.,48.1,177.8,34.2,21.0,Shale-Sand,0.171,8.76,72.88
44.1,766.0,2073.0,False.,35.7,139.7,23.1,59.0,Shale-Sand,0.262,10.43,100.09
639.6,473.0,775.0,True.,48.1,177.8,29.7,27.0,Shale,0.0,0.63,0.27
634.4,461.0,1429.0,True.,62.5,,,32.0,Shale-Sand,0.122,1.47,33.9
582.3,328.0,900.0,False.,,114.3,,33.0,Shale,0.0,0.39,0.29
154.9,1093.0,1726.7,False.,,139.7,,57.0,Shale-Sand,0.094,2.79,19.81
312.4,465.0,1524.0,False.,,139.7,,,Shale-Sand,0.214,2.33,63.62
126.3,1144.0,1624.0,True.,,177.8,,68.0,Shale-Sand,0.164,6.83,199.94
496.7,47.0,1050.0,True.,35.7,139.7,20.8,31.0,Shale-Sand,0.104,0.52,8.82
384.1,450.0,2159.5,False.,,177.8,,64.0,Shale-Sand,0.103,2.9,25.89
89.8,1058.0,3028.7,True.,34.2,177.8,34.2,,Shale-Sand,0.181,2.52,47.43
166.5,792.0,1855.0,True.,53.6,139.7,25.3,48.0,Shale-Sand,0.079,0.62,4.79
588.1,532.0,603.0,False.,,177.8,,24.0,Shale-Sand,0.15,3.59,51.24
372.2,383.0,1697.7,True.,,177.8,,49.0,Sand,0.295,27.21,291.63
113.3,1091.0,1768.0,False.,53.6,139.7,23.1,75.0,Shale-Sand,0.153,2.16,13.82
583.7,380.0,902.0,False.,35.7,139.7,20.8,32.0,Shale-Sand,0.14,3.81,33.43
610.8,629.0,1077.0,True.,,219.1,53.6,,Shale-Sand,0.118,5.29,32.92
70.3,721.0,2180.0,True.,53.6,177.8,38.7,58.0,Sand,0.33,20.76,600.2
445.9,536.0,996.4,False.,,177.8,,31.0,Shale-Sand,0.215,13.44,50.0
613.5,618.0,602.0,True.,,177.8,34.2,23.0,Shale-Sand,0.137,2.55,29.25
501.9,136.0,1045.0,False.,35.7,139.7,20.8,31.0,Shale-Sand,0.223,3.52,80.88
227.0,415.0,4240.0,True.,101.2,,,104.0,Shale-Sand,0.197,3.64,35.74
603.1,478.0,713.0,True.,53.6,177.8,34.2,25.0,Shale-Sand,0.091,0.66,12.86
569.3,202.0,1568.0,True.,48.1,177.8,34.2,33.0,Shale-Sand,0.123,0.49,1.38
126.1,1142.0,1615.5,False.,,177.8,,60.0,Shale-Sand,0.165,2.95,47.33
366.4,445.0,1046.0,True.,35.7,139.7,25.3,38.0,Sand,0.274,15.79,541.84
631.0,496.0,552.0,False.,48.1,177.8,25.3,26.0,Shale,0.018,0.75,0.51
605.8,592.0,593.0,True.,53.6,177.8,34.2,25.0,Shale-Sand,0.123,2.45,26.59
380.3,219.0,2121.0,False.,35.7,139.7,23.1,60.0,Shale-Sand,0.067,5.94,11.97
596.7,513.0,629.0,True.,60.3,177.8,34.2,28.0,Shale-Sand,0.2,12.84,177.25
578.8,595.0,639.0,True.,53.6,177.8,34.2,27.0,Shale-Sand,0.121,1.31,17.31
60.0,726.0,2190.0,False.,35.7,139.7,25.3,60.0,Shale-Sand,0.154,2.86,67.41
607.4,585.0,398.0,True.,,177.8,,19.0,Shale-Sand,0.096,2.84,28.5
635.5,405.0,652.3,True.,,139.7,,29.0,Shale-Sand,0.221,12.78,228.11
91.4,685.0,2219.0,False.,53.6,139.7,25.3,61.0,Shale-Sand,0.234,5.91,90.0
94.5,1075.0,1921.0,False.,53.6,139.7,25.3,72.0,Shale-Sand,0.177,3.28,47.9
61.8,730.0,2210.0,True.,,139.7,,69.0,Sand,0.307,12.45,514.99
631.4,583.0,343.0,False.,62.6,,,23.0,Shale,0.0,0.24,0.44
612.4,592.0,463.0,True.,48.1,177.8,34.2,26.0,Shale-Sand,0.0,0.83,5.66
78.3,720.0,2055.0,False.,,139.7,,57.0,Shale-Sand,0.151,2.91,94.38
575.7,600.0,580.4,True.,53.6,177.8,25.3,25.0,Shale,0.0,0.12,0.21
495.2,23.0,3100.0,True.,35.7,114.3,17.3,,Shale-Sand,0.217,1.35,67.36
511.1,144.0,1072.0,False.,,139.7,,28.0,Shale-Sand,0.208,4.44,27.5
109.2,1057.0,2235.0,False.,53.6,139.7,23.1,83.0,Shale-Sand,0.158,6.42,60.37
314.7,477.0,1426.8,False.,,114.3,,,Shale-Sand,0.063,0.92,18.09
287.6,852.0,1615.0,True.,35.7,139.7,20.8,37.0,Shale-Sand,0.173,20.78,145.67
448.4,539.0,969.3,True.,,177.8,,,Shale-Sand,0.242,20.07,195.53
80.0,695.0,1155.0,False.,35.7,114.3,14.1,39.0,Shale-Sand,0.0,1.46,1.34
626.7,479.0,756.5,True.,48.1,177.8,25.3,29.0,Shale-Sand,0.099,1.61,4.2
130.6,1143.0,1530.0,True.,53.6,177.8,34.2,60.0,Shale-Sand,0.233,10.46,136.04
419.0,300.0,1637.4,False.,,114.3,,48.0,Shale-Sand,0.125,2.68,19.42
637.9,460.0,649.3,True.,48.1,177.8,29.8,,Shale-Sand,0.19,9.85,117.27
598.8,523.0,607.0,False.,48.7,177.8,34.2,23.0,Shale-Sand,0.213,10.59,65.37
124.1,1171.0,1885.0,False.,53.6,,,65.0,Shale-Sand,0.081,1.41,28.35
576.0,604.0,521.0,True.,48.1,177.8,25.3,28.0,Shale-Sand,0.133,4.56,52.09
598.7,509.0,634.0,False.,,177.8,,24.0,Shale-Sand,0.0,0.76,1.17
522.7,213.0,1042.0,False.,53.6,139.7,23.1,32.0,Shale-Sand,0.233,3.36,60.19
76.0,782.0,1432.0,True.,48.1,,,,Shale-Sand,0.123,2.73,32.09
595.7,518.0,668.0,True.,48.1,177.8,25.3,25.0,Shale-Sand,0.016,0.46,2.92
647.3,308.0,857.0,False.,35.7,139.7,20.8,28.0,Shale-Sand,0.147,6.74,93.12
524.5,111.0,968.0,False.,,114.3,,31.0,Shale-Sand,0.089,0.69,3.09
272.0,585.0,1700.0,False.,35.7,139.7,25.3,56.0,Shale-Sand,0.076,2.47,22.75
294.7,405.0,2133.6,True.,,114.3,,59.0,Shale-Sand,0.243,18.1,278.24
62.1,751.0,875.0,True.,35.7,139.7,20.8,,Shale,0.023,0.61,0.38
606.4,117.0,975.0,True.,35.7,139.7,20.8,32.0,Shale-Sand,0.129,2.17,35.74
609.0,448.0,749.0,True.,48.0,177.8,29.8,28.0,Shale-Sand,0.111,0.97,18.12
531.5,229.0,1027.2,False.,,114.3,,32.0,Shale-Sand,0.171,2.86,27.63
491.3,289.0,1370.0,False.,35.7,114.3,14.1,38.0,Shale-Sand,0.143,3.45,58.16
580.4,479.0,2042.0,True.,,,,21.0,Shale-Sand,0.185,15.27,221.17
531.8,136.0,2770.0,True.,48.1,,,,Shale-Sand,0.143,4.33,42.4
567.2,511.0,678.0,True.,25.3,114.3,14.1,26.0,Shale-Sand,0.18,19.2,135.44
608.8,629.0,746.0,True.,,,,,Shale-Sand,0.237,4.39,149.53
538.1,148.0,1025.0,True.,35.7,139.7,20.8,31.0,Shale-Sand,0.138,2.95,62.67
576.6,602.0,553.0,True.,48.1,177.8,34.2,27.0,Sand,0.31,12.75,402.25
535.5,788.0,1744.0,True.,71.4,,,28.0,Shale,0.061,0.07,0.43
603.3,547.0,598.0,True.,,177.8,34.2,29.0,Shale-Sand,0.07,2.54,28.5
508.9,142.0,1055.2,False.,,139.7,,29.0,Shale-Sand,0.068,1.56,29.18
31.2,840.0,1360.0,False.,,114.3,,42.0,Shale-Sand,0.167,4.52,63.05
602.5,524.0,1525.0,True.,62.5,,,,Shale-Sand,0.172,5.0,93.04
397.7,484.0,1623.1,False.,,177.8,,,Shale-Sand,0.2,3.54,95.68
463.7,132.0,1252.7,False.,,139.7,,41.0,Shale-Sand,0.018,0.66,0.95
285.9,466.0,1764.8,False.,,139.7,,49.0,Shale,0.098,0.46,0.42
508.5,142.0,1084.0,False.,,139.7,,33.0,Shale-Sand,0.231,6.77,100.45
85.4,726.0,1945.0,False.,,139.7,,54.0,Shale-Sand,0.234,7.68,89.1
643.9,461.0,2234.0,True.,62.5,,,,Shale-Sand,0.14,2.68,51.36
523.1,151.0,1030.0,False.,29.8,114.3,14.1,29.0,Shale-Sand,0.088,2.04,11.46
88.2,769.0,1485.0,False.,35.7,139.7,20.8,50.0,Shale-Sand,0.138,1.92,19.21
134.2,773.0,2214.0,True.,35.7,139.7,23.1,64.0,Shale-Sand,0.197,4.74,126.45
615.8,587.0,536.0,True.,48.1,177.8,29.7,24.0,Shale-Sand,0.141,3.11,15.55
602.8,582.0,424.0,True.,48.1,177.8,34.2,15.0,Shale-Sand,0.187,5.01,53.36
124.7,1128.0,1650.0,False.,62.5,,,48.0,Shale-Sand,0.231,6.67,70.93
630.4,469.0,710.0,False.,48.1,177.8,29.8,23.0,Shale-Sand,0.226,5.52,43.9
307.2,496.0,1906.0,False.,35.7,139.7,23.1,55.0,Shale,0.012,0.63,0.76
399.0,506.0,1587.0,False.,,177.8,17.3,53.0,Shale-Sand,0.125,2.31,25.59
601.1,363.0,884.0,True.,35.7,139.7,20.8,34.0,Shale-Sand,0.181,5.09,150.04
316.7,859.0,1456.0,False.,,114.3,,37.0,Shale-Sand,0.177,4.05,68.57
511.4,93.0,994.0,True.,35.7,139.7,20.8,29.0,Shale-Sand,0.223,23.55,175.54
498.5,60.0,1054.6,False.,,114.3,,33.0,Shale-Sand,0.055,0.41,1.87
631.9,517.0,493.0,True.,48.1,177.8,29.8,21.0,Shale-Sand,0.151,2.11,2.92
619.3,612.0,1380.0,True.,81.1,,,91.0,Shale-Sand,0.185,15.33,96.0
635.1,402.0,672.1,False.,,114.3,,24.0,Shale-Sand,0.176,1.06,13.12
609.5,113.0,879.0,False.,35.7,139.7,20.8,27.0,Shale-Sand,0.11,0.83,3.27
597.8,508.0,558.0,True.,53.6,177.8,34.2,,Shale-Sand,0.12,0.6,26.24
427.8,152.0,1730.0,False.,,114.3,,41.0,Shale-Sand,0.124,2.35,24.97
482.4,133.0,1529.0,True.,53.6,177.8,34.2,,Shale-Sand,0.165,18.56,85.9
642.0,345.0,2315.0,True.,62.5,,,30.0,Shale-Sand,0.187,7.4,91.36
641.1,409.0,1984.0,True.,48.1,,,,Shale-Sand,0.226,11.33,157.64
349.7,355.0,3275.0,True.,41.7,139.7,25.3,,Shale-Sand,0.08,0.77,12.21
431.5,372.0,1512.0,False.,,139.7,,43.0,Shale-Sand,0.152,5.19,26.47
558.6,136.0,961.6,False.,,114.3,,29.0,Shale-Sand,0.148,2.05,54.55
412.7,175.0,2475.0,True.,35.7,139.7,23.1,,Shale-Sand,0.184,9.35,139.08
637.1,381.0,786.0,False.,35.7,139.7,20.8,25.0,Shale-Sand,0.107,0.85,1.17
399.6,481.0,1645.0,False.,,177.8,,0.0,Shale-Sand,0.18,5.09,92.17
271.5,456.0,3529.0,True.,35.7,114.3,17.3,,Shale-Sand,0.247,3.17,34.08
617.2,407.0,680.0,False.,35.7,139.7,20.8,,Shale-Sand,0.182,2.82,58.23
151.4,1152.0,1536.2,False.,,177.8,,,Shale-Sand,0.149,0.81,15.41
